nmi.HCD.seq,nmi.HCD2.seq,nmi.sp.seq,ncl.NB.seq,ncl.HCD.seq,ncl.HCD2.seq,K.seq,coclust.HCD.seq,coclust.HCD2.seq,coclust.sp.seq,coclust.true.HCD.seq,coclust.true.HCD2.seq,coclust.true.sp.seq,coclust.false.HCD.seq,coclust.false.HCD2.seq,coclust.false.sp.seq,size.var,size.ratio,ncl.P.HCD,ncl.P.HCD2,ncl.P.sp,P.err.HCD,P.err.HCD2,P.err.sp,Scaled.FP.HCD,Scaled.FP.HCD2,Scaled.FP.sp,Standard.FP.HCD,Standard.FP.HCD2,Standard.FP.sp,bin.err.HCD.seq,bin.err.HCD2.seq,bin.err.HCD.P.seq,bin.err.HCD2.P.seq,bin.err.sp.P.seq,mega2.nmi.sp.seq,mega4.nmi.sp.seq,mega2.nmi.HCD.seq,mega2.nmi.HCD2.seq,mega4.nmi.HCD.seq,mega4.nmi.HCD2.seq,mega2.coclust.HCD.seq,mega2.coclust.HCD2.seq,mega2.coclust.sp.seq,mega2.acc.HCD.seq,mega2.acc.HCD2.seq,mega2.acc.sp.seq,mega4.coclust.HCD.seq,mega4.coclust.HCD2.seq,mega4.coclust.sp.seq,mega4.acc.HCD.seq,mega4.acc.HCD2.seq,mega4.acc.sp.seq,sp2.acc.seq,sp4.acc.seq,mega2.nmi.HCD.varimax.seq,mega4.nmi.HCD.varimax.seq,mega2.nmi.sp.varimax.seq,mega4.nmi.sp.varimax.seq,ncl.P.HCD.varimax.seq,ncl.P.sp.varimax.seq,P.err.HCD.varimax.seq,P.err.sp.varimax.seq,bin.err.HCD.varimax.seq,bin.err.HCD.varimax.P.seq,bin.err.sp.varimax.P.seq,mega2.coclust.HCD.varimax.seq,mega2.coclust.sp.varimax.seq,mega2.acc.HCD.varimax.seq,mega2.acc.sp.varimax.seq,sp2.varimax.acc.seq,mega4.coclust.HCD.varimax.seq,mega4.coclust.sp.varimax.seq,mega4.acc.HCD.varimax.seq,mega4.acc.sp.varimax.seq,sp4.varimax.acc.seq,nmi.HCD.varimax.seq,nmi.sp.varimax.seq,ncl.HCD.varimax.seq,id,lambda
0.290653093699576,0.343800788014818,0.201019480380775,5,8,12,16,0.8724958984375,0.8863505859375,0.8866490234375,0.48509375,0.5413625,0.2783625,0.101677291666667,0.0906502083333333,0.0727985416666667,0,1,8,11,12,0.503509191411847,0.502339333278841,0.62533623146895,0,0,0,0,0,0,0.112503619905709,0.0899858220186768,0.112503619905709,0.0903298265446643,0.349878393661582,0.306767984632188,0.258764998752769,0.731290744520468,0.804254546919316,0.552481351305562,0.64347683464244,0.9560125,0.97166328125,0.768278125,0.9775,0.985625,0,0.9059048828125,0.9327056640625,0.7494294921875,0.8971875,0.9284375,0,0.985625,0.9184375,0.733890468460805,0.554501326626871,0.398757673130272,0.348689636354214,9,9,0.508720013749093,0.607648960528761,0.126822888381847,0.126312669678999,0.22539423076163,0.9566095703125,0.83722578125,0.9778125,0.910625,0.9821875,0.9064357421875,0.8303763671875,0.8978125,0.80625,0.91875,0.287613389230838,0.226112703378192,9,1,10
0.579614266524992,0.601065645273979,0.56113509572042,8,10,9,16,0.9267521484375,0.926246875,0.9209359375,0.792965625,0.851865625,0.795315625,0.06432875,0.068794375,0.070689375,0,1,10,9,9,0.193354517991424,0.178202085214745,0.207121465090337,0,0,0,0,0,0,0.0272866138753996,0.025438536952385,0.0272866138753996,0.025438536952385,0.0391630844632345,0.900859434630542,0.869485200041018,0.961384379480282,0.973123204441524,0.920553381813958,0.917521169945827,0.99625703125,0.997503125,0.9881955078125,0.998125,0.99875,0,0.9907015625,0.990088671875,0.9833404296875,0.990625,0.99,0,0.99875,0.9921875,0.961384379480282,0.91514179571505,0.746348510399642,0.763679559483193,9,9,0.185920414982513,0.21535764633008,0.0276648944183733,0.0276648944183733,0.0662967571621687,0.99625703125,0.9560125,0.998125,0.9775,0.9984375,0.9897806640625,0.961837890625,0.9896875,0.96125,0.99125,0.588238868636168,0.549045305359453,9,1,20
0.047489995632546,0.0572324741097433,0.0609254065380714,3,3,3,256,0.5759548828125,0.6136603515625,0.663819921875,0.561541193181818,0.557102272727273,0.652592329545455,0.42396540346908,0.386026858660131,0.336117984854198,64,11.6666666666667,3,3,3,0.345258938523992,0.349521099551972,0.346820110698569,0,0,0,0,0,0,0.355519025357043,0.334800194083812,0.355519025357043,0.334800194083812,0.35292104667397,0.174504209005496,0.0804760123995644,0.136665313498022,0.214767395399647,0.0765982728753147,0.103104684662001,0.6458,0.7211125,0.68,0.77,0.8325,0,0.66554453125,0.68291484375,0.663104296875,0.32875,0.2278125,0,0.8325,0.3603125,0.124012504127165,0.0733694493816617,0.189055162412106,0.0868334084148271,3,3,0.326176488308505,0.337629714516647,0.353435607568175,0.353435607568175,0.348996500706099,0.5976267578125,0.69453203125,0.7209375,0.811875,0.805,0.6374982421875,0.668361328125,0.3284375,0.21875,0.3921875,0.051223711473206,0.0626858560027923,3,1,20
0.675474532108753,0.691189303848254,0.548969448232796,8,14,14,16,0.9534873046875,0.9560736328125,0.9331716796875,0.7538625,0.776665625,0.598525,0.033204375,0.0319658333333333,0.0445185416666667,0,1,14,14,14,0.126271848629928,0.119874602656466,0.173206051609289,0,0,0,0,0,0,0.0119970211156825,0.0112912518849404,0.0119970211156825,0.0112912518849404,0.0343253393653584,0.896263377397976,0.870878835515469,1,1,0.990279955349385,0.990279955349385,1,1,0.987578125,1,1,0,0.9990642578125,0.9990642578125,0.983949609375,0.9990625,0.9990625,0,1,0.9990625,1,0.986854903893609,0.127432481747692,0.578364893117731,14,14,0.128481876141811,0.239384878238255,0.0123712669678081,0.0123712669678081,0.13063276772066,1,0.604653125,1,0.72875,1,0.998751953125,0.9145599609375,0.99875,0.91,0.9990625,0.672447611339848,0.511061029530035,14,1,30
0.108248173318581,0.120532522512954,0.110510129430642,5,5,4,256,0.778174609375,0.752522265625,0.748160546875,0.647265625,0.735866477272727,0.717791193181818,0.221101409313725,0.247385620915033,0.251671497926094,64,11.6666666666667,5,4,4,0.316375135617057,0.292019101202819,0.300295949125647,0,0,0,0,0,0,0.301267169153863,0.253994676463826,0.301267169153863,0.253994676463826,0.275460775799124,0.355293615101906,0.232043803576012,0.313556752003101,0.412631734622435,0.210536319972456,0.274660215964708,0.77287578125,0.84445,0.81501953125,0.869375,0.915,0,0.7424125,0.79065390625,0.76189609375,0.630625,0.7384375,0,0.915,0.693125,0.259662141739977,0.190266073794975,0.302861694214466,0.198993523384564,4,4,0.297324105797796,0.307447488717264,0.321210667178953,0.321210667178953,0.295055635349527,0.7076095703125,0.78218828125,0.8221875,0.875625,0.893125,0.7183619140625,0.7394751953125,0.4821875,0.655,0.655,0.100647057162368,0.103461979146563,4,1,30
0.751518798180963,0.767734425477039,0.612557430680482,9,16,16,16,0.97286171875,0.974790234375,0.9455681640625,0.783275,0.799953125,0.61303125,0.0144991666666667,0.0135539583333333,0.0322627083333333,0,1,16,16,16,0.0806965210280065,0.0752585126238142,0.135006618944132,0,0,0,0,0,0,0.00646915535419259,0.0057953619907206,0.00646915535419259,0.0057953619907206,0.0215886123675376,0.961678534808237,0.950396433720177,1,1,0.99654144353651,0.99654144353651,1,1,0.99625703125,1,1,0,0.9996876953125,0.9996876953125,0.9947115234375,0.9996875,0.9996875,0,1,0.9996875,1,0.99654144353651,0.148098630513092,0.7134471962352,16,16,0.0781280496956462,0.19446561428579,0.006175716440177,0.006175716440177,0.0806853318233498,1,0.6101564453125,1,0.7346875,1,0.9996876953125,0.9519064453125,0.9996875,0.9503125,0.9996875,0.758035926334944,0.572853228569514,16,1,40
0.143012454407231,0.177687004562388,0.136623896384033,4,6,7,256,0.8203302734375,0.8218513671875,0.85539296875,0.681143465909091,0.704900568181818,0.584410511363636,0.178899965434892,0.177501846091001,0.143108385180995,64,11.6666666666667,6,7,7,0.285737678916433,0.262193300061894,0.284382402334111,0,0,0,0,0,0,0.282488831110791,0.202901095696712,0.282488831110791,0.202901095696712,0.323881634835531,0.301189595801588,0.231467625666748,0.371873782691253,0.585482593874666,0.279949241104009,0.419324843751357,0.80128203125,0.91518828125,0.7687361328125,0.888125,0.955625,0,0.7727181640625,0.85201796875,0.7471998046875,0.6771875,0.828125,0,0.955625,0.8090625,0.287065803941073,0.24187897289987,0.12682282196806,0.202263818234513,6,6,0.269430715046254,0.277727510831894,0.336993436402908,0.336993436402908,0.377333828132736,0.709628125,0.6468142578125,0.82375,0.7709375,0.9084375,0.7291810546875,0.7139419921875,0.4725,0.469375,0.766875,0.14071791238272,0.135295674965737,6,1,40
0.827429372740215,0.83134270400058,0.758837463225266,13,16,16,16,0.983350390625,0.98353828125,0.971598828125,0.8670125,0.869425,0.78805625,0.00889375,0.00885416666666667,0.016165,0,1,16,16,16,0.0485107461332912,0.0477372950722778,0.0801164783224712,0,0,0,0,0,0,0.0035143665157186,0.00341840120652123,0.0035143665157186,0.00341840120652123,0.00931832579154246,0.973123204441524,0.972341205541988,1,1,1,1,1,1,0.997503125,1,1,0,1,1,0.9971984375,1,1,0,1,1,1,1,0.849649708508534,0.855140150401293,16,16,0.0502711688567573,0.109803722981112,0.00365584464542725,0.00365584464542725,0.0354093137243798,1,0.977753125,1,0.98875,1,1,0.979857421875,1,0.9796875,1,0.82458529260283,0.719800545405788,16,1,50
0.19286884418457,0.220107305320173,0.165686370666773,5,8,9,256,0.8682076171875,0.882232421875,0.8786134765625,0.691122159090909,0.689275568181818,0.593146306818182,0.130813026332328,0.116700446204123,0.119807770864756,64,11.6666666666667,8,9,9,0.260730951229743,0.239117078519287,0.259079368741548,0,0,0,0,0,0,0.245703947641687,0.164661824911318,0.245703947641687,0.164661824911318,0.371899998824901,0.410054960399891,0.251553468769534,0.470797206658317,0.676169157044407,0.371419015512441,0.543269461910828,0.850703125,0.9418,0.83722578125,0.91875,0.97,0,0.8090265625,0.90145234375,0.728311328125,0.7321875,0.891875,0,0.97,0.8771875,0.364642806843055,0.331786269213904,0.0344599241510909,0.254838177716043,7,7,0.241303333770937,0.253467606555706,0.298143520440508,0.298143520440508,0.411639815062466,0.7659939453125,0.53611328125,0.8646875,0.634375,0.9415625,0.7791185546875,0.7238365234375,0.513125,0.5084375,0.8265625,0.17976580704941,0.166060928511104,7,1,50
0.873614221766931,0.877790203373089,0.827171110501394,14,16,16,16,0.9889916015625,0.989418359375,0.9832517578125,0.912128125,0.91553125,0.8702125,0.00588416666666667,0.00565583333333333,0.00921229166666667,0,1,16,16,16,0.0319098416165942,0.0305042393573414,0.0517211680233651,0,0,0,0,0,0,0.00224483408740545,0.00210267722466514,0.00224483408740545,0.00210267722466514,0.00552903469061384,0.98500563922448,0.986854064119119,1,1,1,1,1,1,0.99875078125,1,1,0,1,1,0.9987513671875,1,1,0,1,1,1,1,0.99247432929296,0.980041431563361,16,16,0.031517263001794,0.0479909596011314,0.00221632730007609,0.00221632730007609,0.00519879336332402,1,0.9993751953125,1,0.9996875,1,1,0.9981283203125,1,0.998125,1,0.875319404434219,0.836331451246255,16,1,60
