nmi.HCD.seq,nmi.HCD2.seq,nmi.sp.seq,ncl.NB.seq,ncl.HCD.seq,ncl.HCD2.seq,K.seq,coclust.HCD.seq,coclust.HCD2.seq,coclust.sp.seq,coclust.true.HCD.seq,coclust.true.HCD2.seq,coclust.true.sp.seq,coclust.false.HCD.seq,coclust.false.HCD2.seq,coclust.false.sp.seq,size.var,size.ratio,ncl.P.HCD,ncl.P.HCD2,ncl.P.sp,P.err.HCD,P.err.HCD2,P.err.sp,Scaled.FP.HCD,Scaled.FP.HCD2,Scaled.FP.sp,Standard.FP.HCD,Standard.FP.HCD2,Standard.FP.sp,bin.err.HCD.seq,bin.err.HCD2.seq,bin.err.HCD.P.seq,bin.err.HCD2.P.seq,bin.err.sp.P.seq,mega2.nmi.sp.seq,mega4.nmi.sp.seq,mega2.nmi.HCD.seq,mega2.nmi.HCD2.seq,mega4.nmi.HCD.seq,mega4.nmi.HCD2.seq,mega2.coclust.HCD.seq,mega2.coclust.HCD2.seq,mega2.coclust.sp.seq,mega2.acc.HCD.seq,mega2.acc.HCD2.seq,mega2.acc.sp.seq,mega4.coclust.HCD.seq,mega4.coclust.HCD2.seq,mega4.coclust.sp.seq,mega4.acc.HCD.seq,mega4.acc.HCD2.seq,mega4.acc.sp.seq,sp2.acc.seq,sp4.acc.seq,mega2.nmi.HCD.varimax.seq,mega4.nmi.HCD.varimax.seq,mega2.nmi.sp.varimax.seq,mega4.nmi.sp.varimax.seq,ncl.P.HCD.varimax.seq,ncl.P.sp.varimax.seq,P.err.HCD.varimax.seq,P.err.sp.varimax.seq,bin.err.HCD.varimax.seq,bin.err.HCD.varimax.P.seq,bin.err.sp.varimax.P.seq,mega2.coclust.HCD.varimax.seq,mega2.coclust.sp.varimax.seq,mega2.acc.HCD.varimax.seq,mega2.acc.sp.varimax.seq,sp2.varimax.acc.seq,mega4.coclust.HCD.varimax.seq,mega4.coclust.sp.varimax.seq,mega4.acc.HCD.varimax.seq,mega4.acc.sp.varimax.seq,sp4.varimax.acc.seq,nmi.HCD.varimax.seq,nmi.sp.varimax.seq,ncl.HCD.varimax.seq,id
0.811125116930552,0.82214387956516,0.706902722345197,10,16,16,16,0.9811021484375,0.9822529296875,0.9620005859375,0.849165625,0.858821875,0.744503125,0.0101020833333333,0.00951833333333333,0.0234995833333333,0,1,16,16,16,0.0532002488491819,0.049529844058834,0.0926711645960499,0,0,0,0,0,0,0.00400953996969888,0.00360739064844548,0.00400953996969888,0.00360739064844548,0.0123684389136101,0.99247432929296,0.978652922445263,1,1,1,1,1,1,0.9993751953125,1,1,0,1,1,0.9975083984375,1,1,0,1,1,1,1,0.8506841599829,0.857204077902869,16,16,0.0532002488491819,0.124636605186547,0.00400953996969888,0.00400953996969888,0.0345278657607077,1,0.9802,1,0.99,1,1,0.981773828125,1,0.9815625,1,0.811125116930552,0.679313550383135,16,20
0.648112509426513,0.655676454880429,0.485858098291375,8,16,16,32,0.9586927734375,0.95941015625,0.9404390625,0.8405375,0.851125,0.5966375,0.0374957661290323,0.0370967741935484,0.048470564516129,0,1,16,16,16,0.100906698298578,0.0971196098279409,0.189995920738255,0,0,0,0,0,0,0.0134333956081299,0.0128153306171305,0.0134333956081299,0.0128153306171305,0.0485724496191109,0.85407145043179,0.856073876380728,1,1,0.993715711250739,0.993715711250739,1,1,0.9808126953125,1,1,0,0.99937578125,0.99937578125,0.9814900390625,0.999375,0.999375,0,1,0.9990625,1,0.993715711250739,0.601345979124418,0.642273944826248,16,16,0.100906698298578,0.226576282140908,0.0134333956081299,0.0134333956081299,0.115944222724917,1,0.9203298828125,1,0.9584375,1,0.99937578125,0.9373513671875,0.999375,0.9346875,0.999375,0.648112509426513,0.473446598033899,16,20
0.481405247370736,0.493685577677485,0.293942857883193,8,17,16,64,0.946331640625,0.9454525390625,0.9304419921875,0.7182375,0.7587625,0.398825,0.0500478174603175,0.051584126984127,0.0611196428571429,0,1,17,16,16,0.170290431010669,0.160434219553962,0.290886874462623,0,0,0,0,0,0,0.0391384350572375,0.036641611113213,0.0391384350572375,0.036641611113213,0.168213007483733,0.578389953807066,0.539779949742266,0.956595808697134,0.961678534808237,0.909255180499525,0.918135823926604,0.9956345703125,0.99625703125,0.9123455078125,0.9978125,0.998125,0,0.9891634765625,0.990391796875,0.9051380859375,0.9890625,0.9903125,0,0.998125,0.9884375,0.961678534808237,0.911625971458898,0.0828730756755391,0.285537762853433,17,17,0.169424596543954,0.307598713089883,0.0385910605968378,0.0385910605968378,0.306590418540335,0.99625703125,0.58767578125,0.998125,0.709375,0.998125,0.9894712890625,0.7714689453125,0.989375,0.4390625,0.9884375,0.482098334683472,0.291802522161569,17,20
1,1,1,4,4,4,4,1,1,1,1,1,1,0,0,0,0,1,4,4,4,3.51441359897865e-05,3.51441359897865e-05,3.51441359897865e-05,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,4,4,3.51441359897865e-05,3.51441359897865e-05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,21
0.957557431200563,0.953677993727199,0.952574831982947,8,8,8,8,0.9961271484375,0.995666796875,0.995360546875,0.9845140625,0.98268125,0.981503125,0.00221383928571429,0.002478125,0.00265982142857143,0,1,8,8,8,0.00882109559800179,0.00986003969076318,0.0104558797887447,0,0,0,0,0,0,0.000838279558982684,0.000937922754329004,0.000838279558982684,0.000937922754329004,0.00100421063311688,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.99654144353651,8,8,0.00882109559800179,0.0088668852879679,0.000838279558982684,0.000838279558982684,0.000940586106601732,1,1,1,1,1,1,0.9996876953125,1,0.9996875,1,0.957557431200563,0.958049766715335,8,21
0.809528023614294,0.818080272222164,0.702129389808813,9,16,16,16,0.980612890625,0.981554296875,0.959879296875,0.845159375,0.854321875,0.72315,0.010356875,0.00996354166666667,0.02433875,0,1,16,16,16,0.0528210913340529,0.0501507016580548,0.0900635400852904,0,0,0,0,0,0,0.00398340874798031,0.00380482654587472,0.00398340874798031,0.00380482654587472,0.0115023378578323,0.99247432929296,0.99027827395556,1,1,1,1,1,1,0.9993751953125,1,1,0,1,1,0.9990630859375,1,1,0,1,1,1,1,0.742547615282365,0.781102070960239,16,16,0.0528210913340529,0.13221077293555,0.00398340874798031,0.00398340874798031,0.0562862745075059,1,0.9578048828125,1,0.9784375,1,1,0.9675541015625,1,0.966875,1,0.809528023614294,0.674846518555633,16,21
0.643309791371569,0.653535294585232,0.497975409364345,8,16,16,32,0.95817109375,0.9589171875,0.942897265625,0.83115,0.84369375,0.59373125,0.0377314516129032,0.0373659274193548,0.045839314516129,0,1,16,16,16,0.10200106980417,0.0968285197400516,0.178638396334442,0,0,0,0,0,0,0.013575244849538,0.0125636888598608,0.013575244849538,0.0125636888598608,0.0467427394740704,0.839366399010103,0.848387080473947,1,1,0.990278833720316,0.99654144353651,1,1,0.977753125,1,1,0,0.9990634765625,0.9996876953125,0.980864453125,0.9990625,0.9996875,0,1,0.999375,1,0.990278833720316,0.562880445580419,0.612477293993815,16,16,0.10200106980417,0.222308483051337,0.013575244849538,0.013575244849538,0.129723095006894,1,0.9078173828125,1,0.9515625,1,0.9990634765625,0.9258298828125,0.9990625,0.9225,0.999375,0.643309791371569,0.472744462068336,16,21
0.47796644663028,0.488283383213136,0.323702848958003,8,15,15,64,0.9376439453125,0.9379189453125,0.929194140625,0.7541125,0.77275,0.441375,0.0594428571428572,0.0594593253968254,0.0630626984126984,0,1,15,15,15,0.164427771807613,0.159639085318583,0.261651256515981,0,0,0,0,0,0,0.0380206682687842,0.0354697489201288,0.0380206682687842,0.0354697489201288,0.125288372218913,0.700290317287417,0.621181652746624,0.98500563922448,0.99247432929296,0.92217608670556,0.937391545697741,0.99875078125,0.9993751953125,0.9482861328125,0.999375,0.9996875,0,0.99040546875,0.9925572265625,0.9233423828125,0.9903125,0.9925,0,0.9996875,0.99125,0.99247432929296,0.925379000440025,0.030433822476979,0.3419968869271,15,15,0.163876899901328,0.284548140710459,0.0374804655476307,0.0374804655476307,0.264846285706498,0.9993751953125,0.5242,0.9996875,0.61,0.9996875,0.9907158203125,0.8149427734375,0.990625,0.7559375,0.99,0.4784450950693,0.319043443219695,15,21
1,1,1,4,4,4,4,1,1,1,1,1,1,0,0,0,0,1,4,4,4,4.44743101787024e-05,4.44743101787024e-05,4.44743101787024e-05,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,4,4,4.44743101787024e-05,4.44743101787024e-05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,22
0.941613620715765,0.948584325884679,0.944900843229397,8,8,8,8,0.9942880859375,0.9950546875,0.99474375,0.9771640625,0.980240625,0.9789953125,0.003265625,0.00282901785714286,0.00300647321428571,0,1,8,8,8,0.0126167889045974,0.0109713307985344,0.0120529991292398,0,0,0,0,0,0,0.00123634503517316,0.00107041396103896,0.00123634503517316,0.00107041396103896,0.00127287100919913,1,0.99654144353651,1,1,1,1,1,1,1,1,1,0,1,1,0.9996876953125,1,1,0,1,1,1,1,1,1,8,8,0.0126167889045974,0.0113209282656454,0.00123634503517316,0.00123634503517316,0.00110436113365801,1,1,1,1,1,1,1,1,1,1,0.941613620715765,0.946571013049733,8,22
0.805544896753177,0.816768824146187,0.729345312245516,10,16,16,16,0.980068359375,0.981641796875,0.9666234375,0.84089375,0.8541875,0.748703125,0.0106533333333333,0.00986125,0.0188485416666667,0,1,16,16,16,0.0549400479694995,0.0512475313425119,0.0849267994689282,0,0,0,0,0,0,0.00408793363485461,0.00384430618388243,0.00408793363485461,0.00384430618388243,0.00823702865730025,1,0.991131750504582,1,1,1,1,1,1,1,1,1,0,1,1,0.9990642578125,1,1,0,1,1,1,1,0.82394222075942,0.835099319218981,16,16,0.0549400479694995,0.123351594025388,0.00408793363485461,0.00408793363485461,0.0417927978867439,1,0.97166328125,1,0.985625,1,1,0.976272265625,1,0.9759375,1,0.805544896753177,0.683337664972395,16,22
0.631403495768896,0.640728206152381,0.47426508325172,9,16,16,32,0.95723359375,0.958081640625,0.939305859375,0.8166875,0.83043125,0.569925,0.0382326612903226,0.0378006048387097,0.0487786290322581,0,1,16,16,16,0.109490485087334,0.105089051777401,0.188192516521078,0,0,0,0,0,0,0.014688526099633,0.0140010756353316,0.014688526099633,0.0140010756353316,0.0444810419534803,0.903068701558939,0.872446913257884,1,1,0.993715711250739,0.99654144353651,1,1,0.9881955078125,1,1,0,0.99937578125,0.9996876953125,0.9829873046875,0.999375,0.9996875,0,1,0.999375,1,0.993715711250739,0.563732458502372,0.556076604703092,16,16,0.109490485087334,0.252873810212817,0.014688526099633,0.014688526099633,0.136486037997914,1,0.90387578125,1,0.949375,1,0.99937578125,0.9128328125,0.999375,0.9071875,0.999375,0.631403495768896,0.429804833622682,16,22
0.469228993925013,0.480498045970804,0.316920779512015,8,16,16,64,0.9438755859375,0.9444669921875,0.93265625,0.7079,0.7270625,0.420075,0.0523787698412698,0.0520821428571429,0.0592075396825397,0,1,16,16,16,0.173048386853002,0.16763231686887,0.264586138185655,0,0,0,0,0,0,0.0387102139218169,0.0363393393794719,0.0387102139218169,0.0363393393794719,0.12572946833377,0.761292927080621,0.648562197301776,0.975097544366287,0.980501465715515,0.928654291752992,0.939461028977981,0.997503125,0.9981267578125,0.9626017578125,0.99875,0.9990625,0,0.991632421875,0.9931701171875,0.9345548828125,0.9915625,0.993125,0,0.9990625,0.9925,0.975097544366287,0.928654291752992,0.0752870998801031,0.30686979450391,16,16,0.173048386853002,0.30422605000553,0.0387102139218169,0.0387102139218169,0.365092617878695,0.997503125,0.58767578125,0.99875,0.709375,0.99875,0.991632421875,0.77623515625,0.9915625,0.4565625,0.994375,0.469228993925013,0.29709462513528,16,22
0.99654144353651,1,1,4,4,4,4,0.9996876953125,1,1,0.99937578125,1,1,0.000208333333333333,0,0,0,1,4,4,4,0.000654246563471368,7.52709012626565e-05,7.52709012626565e-05,0,0,0,0,0,0,8.33437578240409e-05,0,8.33437578240409e-05,0,0,1,1,1,1,0.99654144353651,1,1,1,1,1,1,0,0.9996876953125,1,1,0.9996875,1,0,1,1,1,0.99654144353651,1,0.99654144353651,4,4,0.000654246563471368,0.000654246563471368,8.33437578240409e-05,8.33437578240409e-05,8.33437578240409e-05,1,1,1,1,1,0.9996876953125,0.9996876953125,0.9996875,0.9996875,0.9996875,0.99654144353651,0.99654144353651,4,23
0.945199144392492,0.951112193131457,0.940251142906914,8,8,8,8,0.994744140625,0.99535703125,0.9939814453125,0.9789875,0.9814625,0.9760078125,0.00300491071428571,0.00265803571428571,0.00345089285714286,0,1,8,8,8,0.0114392612188837,0.0101132348614699,0.0130123274900386,0,0,0,0,0,0,0.00113763189935065,0.00100497159090909,0.00113763189935065,0.00100497159090909,0.00130271746482684,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,8,8,0.0114392612188837,0.0140079385383408,0.00113763189935065,0.00113763189935065,0.00140176880411255,1,1,1,1,1,1,1,1,1,1,0.945199144392492,0.935371435863316,8,23
0.824400706550577,0.827913204827378,0.727700430885251,11,16,16,16,0.983135546875,0.9834671875,0.9690404296875,0.865640625,0.868071875,0.7570875,0.00903145833333333,0.00883979166666667,0.016829375,0,1,16,16,16,0.0503123703948647,0.0484613649203195,0.0853001755121336,0,0,0,0,0,0,0.00379438159866541,0.00355090497725583,0.00379438159866541,0.00355090497725583,0.0106053921565051,0.973123204441524,0.973273964539475,1,1,1,1,1,1,0.997503125,1,1,0,1,1,0.997504296875,1,1,0,1,1,1,1,0.82394222075942,0.838403453831358,16,16,0.0503123703948647,0.122135416185293,0.00379438159866541,0.00379438159866541,0.0439450980374663,1,0.97166328125,1,0.985625,1,1,0.9768640625,1,0.9765625,1,0.824400706550577,0.694341171751143,16,23
0.648722555695261,0.656692450944664,0.505073774806729,9,16,16,32,0.959344921875,0.959665234375,0.9420728515625,0.8499375,0.85606875,0.6242375,0.0371258064516129,0.0369929435483871,0.0476743951612903,0,1,16,16,16,0.104316374506622,0.0997014481535162,0.180280623773472,0,0,0,0,0,0,0.0152710314778682,0.013821154609527,0.0152710314778682,0.013821154609527,0.0412168464144042,0.929423618907826,0.890417170860312,1,1,0.978104243509897,0.986854344043658,1,1,0.9919080078125,1,1,0,0.9978173828125,0.9987515625,0.9857947265625,0.9978125,0.99875,0,1,0.99875,1,0.978104243509897,0.632279106058085,0.505969400436956,16,16,0.104316374506622,0.22169153359448,0.0152710314778682,0.0152710314778682,0.11937666299968,1,0.9272345703125,1,0.9621875,1,0.9978173828125,0.8647947265625,0.9978125,0.8203125,0.9984375,0.648722555695261,0.476410254874202,16,23
0.481795078496949,0.4905057095444,0.296140947825496,8,17,17,64,0.94650546875,0.9464201171875,0.934870703125,0.726825,0.7393,0.39015,0.0500075396825397,0.0502922619047619,0.0564829365079365,0,1,17,17,17,0.170431617689572,0.166962044503338,0.287048784524274,0,0,0,0,0,0,0.0384979987424796,0.0365209551383044,0.0384979987424796,0.0365209551383044,0.169475950765126,0.585049969043179,0.589887106345205,0.975097544366287,0.980501465715515,0.921365022201578,0.930704114524936,0.997503125,0.9981267578125,0.91518828125,0.99875,0.9990625,0,0.99039140625,0.9916291015625,0.9214474609375,0.9903125,0.9915625,0,0.9990625,0.99125,0.980501465715515,0.924566907135972,0.0619903388795477,0.27398142930947,17,17,0.170437168108422,0.308548319345873,0.038014930877346,0.038014930877346,0.375059081459618,0.9981267578125,0.57172578125,0.9990625,0.689375,0.9990625,0.9907029296875,0.7654458984375,0.990625,0.5890625,0.991875,0.481765657376406,0.293221217446282,17,23
0.99654144353651,0.99654144353651,0.99654144353651,4,4,4,4,0.9996876953125,0.9996876953125,0.9996876953125,0.99937578125,0.99937578125,0.99937578125,0.000208333333333333,0.000208333333333333,0.000208333333333333,0,1,4,4,4,0.000800329017642723,0.000800329017642723,0.000800329017642723,0,0,0,0,0,0,8.33437578240409e-05,8.33437578240409e-05,8.33437578240409e-05,8.33437578240409e-05,8.33437578240409e-05,1,0.99654144353651,1,1,0.99654144353651,0.99654144353651,1,1,1,1,1,0,0.9996876953125,0.9996876953125,0.9996876953125,0.9996875,0.9996875,0,1,0.9996875,1,0.99654144353651,1,0.99654144353651,4,4,0.000800329017642723,0.000800329017642723,8.33437578240409e-05,8.33437578240409e-05,8.33437578240409e-05,1,1,1,1,1,0.9996876953125,0.9996876953125,0.9996875,0.9996875,0.9996875,0.99654144353651,0.99654144353651,4,24
0.952073189210034,0.952450335076578,0.945376069189605,8,8,8,8,0.9955119140625,0.9955134765625,0.9947455078125,0.9820609375,0.9820734375,0.9790234375,0.00256651785714286,0.00256651785714286,0.00300848214285714,0,1,8,8,8,0.0100257547629747,0.0100051851161418,0.0120269091384229,0,0,0,0,0,0,0.000971447172619047,0.000971108969155844,0.000971447172619047,0.000971108969155844,0.00127299783549784,1,0.99654144353651,1,1,1,1,1,1,1,1,1,0,1,1,0.9996876953125,1,1,0,1,1,1,1,1,0.99654144353651,8,8,0.0100257547629747,0.0114028009201716,0.000971447172619047,0.000971447172619047,0.00120658313041126,1,1,1,1,1,1,0.9996876953125,1,0.9996875,1,0.952073189210034,0.947350858678932,8,24
0.81716339356327,0.818710339031925,0.724293373140324,10,16,16,16,0.9819953125,0.982028125,0.9692259765625,0.8562375,0.857028125,0.75763125,0.00962083333333333,0.00963854166666667,0.0166677083333333,0,1,16,16,16,0.0510847647921398,0.0514684476163266,0.0918957256453647,0,0,0,0,0,0,0.00383672699836233,0.00397763951719971,0.00383672699836233,0.00397763951719971,0.0127692684761918,0.956085781018422,0.954205119710095,1,1,1,0.99654144353651,1,1,0.9956345703125,1,1,0,1,0.9996876953125,0.9953314453125,1,0.9996875,0,1,0.9996875,1,1,0.848983451673399,0.879602139492682,16,16,0.0510847647921398,0.106047701360072,0.00383672699836233,0.00383672699836233,0.0330194193052202,1,0.9783642578125,1,0.9890625,1,1,0.9835365234375,1,0.9834375,0.9996875,0.81716339356327,0.720785306489033,16,24
0.625487056319104,0.643577171909042,0.492903580193839,10,16,16,32,0.95725078125,0.958387109375,0.9423234375,0.81664375,0.8366625,0.60434375,0.0382135080645161,0.0376862903225807,0.0467739919354839,0,1,16,16,16,0.113642008482701,0.104736304103051,0.182367376536595,0,0,0,0,0,0,0.0166914699405548,0.0147923743221509,0.0166914699405548,0.0147923743221509,0.0427398947048002,0.892275522924995,0.865927557271515,0.99247432929296,0.99247432929296,0.97472231583419,0.982827674539181,0.9993751953125,0.9993751953125,0.9869611328125,0.9996875,0.9996875,0,0.9975060546875,0.9984396484375,0.9827279296875,0.9975,0.9984375,0,0.9996875,0.9984375,0.99247432929296,0.97472231583419,0.600282241351613,0.634561274148838,16,16,0.113642008482701,0.23332269949236,0.0166914699405548,0.0166914699405548,0.127489951327632,0.9993751953125,0.9168986328125,0.9996875,0.9565625,0.9996875,0.9975060546875,0.9282474609375,0.9975,0.925625,0.9984375,0.625487056319104,0.460078700071736,16,24
0.46625753934564,0.483643202719333,0.310921008282111,8,16,16,64,0.943782421875,0.9445267578125,0.9329865234375,0.705375,0.7357625,0.4136625,0.0524333333333333,0.0521595238095238,0.0587702380952381,0,1,16,16,16,0.177972557699421,0.166523186642335,0.274761516447521,0,0,0,0,0,0,0.0396882683997253,0.0356384555480074,0.0396882683997253,0.0356384555480074,0.126727467077278,0.689911600438879,0.63905712369753,0.978815631995247,0.978815631995247,0.927425933462665,0.944703237421194,0.9981267578125,0.9981267578125,0.94533203125,0.9990625,0.9990625,0,0.9913232421875,0.9937888671875,0.9367943359375,0.99125,0.99375,0,0.9990625,0.993125,0.978815631995247,0.927425933462665,0.106651466200484,0.437115574418119,16,16,0.178034732784988,0.299030953218779,0.039704626795441,0.039704626795441,0.274141474493574,0.9981267578125,0.5911111328125,0.9990625,0.7134375,0.9990625,0.9913232421875,0.8566166015625,0.99125,0.844375,0.9925,0.466103564688405,0.309817090768536,16,24
1,0.99654144353651,0.99654144353651,4,4,4,4,1,0.9996876953125,0.9996876953125,1,0.99937578125,0.99937578125,0,0.000208333333333333,0.000208333333333333,0,1,4,4,4,2.63012867913072e-05,0.000603876087539056,0.000603876087539056,0,0,0,0,0,0,0,8.33437578240409e-05,0,8.33437578240409e-05,8.33437578240409e-05,1,0.99654144353651,1,1,1,0.99654144353651,1,1,1,1,1,0,1,0.9996876953125,0.9996876953125,1,0.9996875,0,1,0.9996875,1,1,1,1,4,4,2.63012867913072e-05,2.63012867913072e-05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,25
0.944119751950952,0.95144691936146,0.94348014303199,8,8,8,8,0.994451171875,0.995362890625,0.994440234375,0.977840625,0.981484375,0.9778125,0.00317589285714286,0.00265446428571429,0.003184375,0,1,8,8,8,0.0120327181501746,0.0100849983737478,0.0120826548655572,0,0,0,0,0,0,0.0012010450487013,0.00100370332792208,0.0012010450487013,0.00100370332792208,0.00120341247294372,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.99654144353651,8,8,0.0120327181501746,0.0121937071358305,0.0012010450487013,0.0012010450487013,0.00130457758387446,1,1,1,1,1,1,0.9996876953125,1,0.9996875,1,0.944119751950952,0.943919612482967,8,25
0.811890395888605,0.819164308543699,0.681877799300112,10,16,16,16,0.9812365234375,0.981913671875,0.959458984375,0.850196875,0.856675,0.68918125,0.0100275,0.00973708333333333,0.0225225,0,1,16,16,16,0.0527757857137307,0.0508960097286861,0.0976235259476183,0,0,0,0,0,0,0.00413469079924346,0.00394509803907049,0.00413469079924346,0.00394509803907049,0.0135486425334807,0.973123204441524,0.96180805010105,1,1,0.99654144353651,0.99654144353651,1,1,0.997503125,1,1,0,0.9996876953125,0.9996876953125,0.99595,0.9996875,0.9996875,0,1,0.9996875,1,0.99654144353651,0.778316704273798,0.801049735403903,16,16,0.0527757857137307,0.134459813959045,0.00413469079924346,0.00413469079924346,0.0577556938145987,1,0.9662158203125,1,0.9828125,1,0.9996876953125,0.9695283203125,0.9996875,0.9690625,0.9996875,0.811890395888605,0.669244958548364,16,25
0.63670427728382,0.636223214622931,0.451692097676318,9,16,17,32,0.9579466796875,0.9582720703125,0.9387904296875,0.8283,0.8067375,0.55395625,0.0378711693548387,0.0368397177419355,0.048795564516129,0,1,16,17,17,0.107434262210058,0.109017943587999,0.215118205403082,0,0,0,0,0,0,0.01571264294765,0.0146843155585026,0.01571264294765,0.0146843155585026,0.0698190882651774,0.786966309232894,0.771407483241116,0.986237167638268,0.99247432929296,0.980040310472263,0.98685462431854,0.99875078125,0.9993751953125,0.968028125,0.999375,0.9996875,0,0.9981275390625,0.9987517578125,0.966717578125,0.998125,0.99875,0,0.9996875,0.9990625,0.99247432929296,0.983441619145229,0.594439923409356,0.616142787311537,16,16,0.10656406173092,0.243038818389543,0.0151476520055646,0.0151476520055646,0.134307560590341,0.9993751953125,0.916328125,0.9996875,0.95625,0.9996875,0.9984396484375,0.923512890625,0.9984375,0.9203125,0.999375,0.637794246361556,0.444335812194428,16,25
0.476809095016757,0.483364795391768,0.310842231859664,8,16,16,64,0.9445220703125,0.944037109375,0.931378515625,0.727825,0.7364625,0.423675,0.0520382936507937,0.0526680555555556,0.0605626984126984,0,1,16,16,16,0.169329570113586,0.167055925962732,0.270273179382365,0,0,0,0,0,0,0.0391851879669265,0.0379428378221524,0.0391851879669265,0.0379428378221524,0.141410510353249,0.639852125296175,0.613180467203391,0.962645168361322,0.967759968685811,0.922373980834607,0.921013840986925,0.99625703125,0.9968798828125,0.9295486328125,0.998125,0.9984375,0,0.9910052734375,0.9907001953125,0.9278005859375,0.9909375,0.990625,0,0.9984375,0.9921875,0.967759968685811,0.925577284637151,0.0698689450403091,0.312041207089372,16,16,0.167861197444098,0.297932766895487,0.0384898707711545,0.0384898707711545,0.396642806395553,0.9968798828125,0.57950078125,0.9984375,0.699375,0.9984375,0.9913154296875,0.776707421875,0.99125,0.45125,0.9909375,0.478602348743347,0.303911587338675,16,25
1,1,1,4,4,4,4,1,1,1,1,1,1,0,0,0,0,1,4,4,4,8.39683160588566e-05,8.39683160588566e-05,8.39683160588566e-05,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,4,4,8.39683160588566e-05,8.39683160588566e-05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,26
0.944263093717743,0.951041900036295,0.951025256876934,8,8,8,8,0.9945966796875,0.99536171875,0.995359765625,0.9783921875,0.98145625,0.9814625,0.00308839285714286,0.00265178571428571,0.00265491071428571,0,1,8,8,8,0.0119376756702525,0.0102941339127208,0.0102651434073684,0,0,0,0,0,0,0.00116954985119048,0.00100395698051948,0.00116954985119048,0.00100395698051948,0.00100437973484848,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.99654144353651,8,8,0.0119376756702525,0.0126666338339748,0.00116954985119048,0.00116954985119048,0.0013381020021645,1,1,1,1,1,1,0.9996876953125,1,0.9996875,1,0.944263093717743,0.9422585006185,8,26
0.80436503025305,0.809271226409861,0.692143761685061,10,16,16,16,0.9809509765625,0.981525390625,0.9600322265625,0.84799375,0.8531375,0.70315,0.0101852083333333,0.00991541666666667,0.0228422916666667,0,1,16,16,16,0.0574354597386949,0.0559552504129868,0.0976182965267637,0,0,0,0,0,0,0.0047901960782542,0.00467567873285849,0.0047901960782542,0.00467567873285849,0.0116064856708002,0.978815631995247,0.986238563670877,1,1,0.99654144353651,0.99654144353651,1,1,0.9981267578125,1,1,0,0.9996876953125,0.9996876953125,0.9987517578125,0.9996875,0.9996875,0,1,0.9996875,1,0.99654144353651,0.872562725543587,0.856025851231423,16,16,0.0574354597386949,0.115886850830163,0.0047901960782542,0.0047901960782542,0.0325192684757364,1,0.98388203125,1,0.991875,1,0.9996876953125,0.9802228515625,0.9996875,0.98,0.9996875,0.80436503025305,0.697297052313783,16,26
0.64227652239936,0.643845590282711,0.488162427017294,8,16,16,32,0.95849921875,0.9584708984375,0.9404302734375,0.83665625,0.83751875,0.587875,0.0375703629032258,0.0376274193548387,0.0481969758064516,0,1,16,16,16,0.104592434119503,0.104682522235805,0.177853750919996,0,0,0,0,0,0,0.0143952389052862,0.0143890469329118,0.0143952389052862,0.0143890469329118,0.0425302875942629,0.884265798016567,0.869776654147044,1,1,0.990279955349385,0.990279955349385,1,1,0.9857283203125,1,1,0,0.9990642578125,0.9990642578125,0.9842458984375,0.9990625,0.9990625,0,1,0.999375,1,0.990279955349385,0.569593952788329,0.6003502165255,16,16,0.104592434119503,0.227322125132557,0.0143952389052862,0.0143952389052862,0.122130144656215,1,0.9100783203125,1,0.9528125,1,0.9990642578125,0.9285845703125,0.9990625,0.9246875,0.9990625,0.64227652239936,0.465586566985422,16,26
