nmi.HCD.seq,nmi.HCD2.seq,nmi.sp.seq,ncl.NB.seq,ncl.HCD.seq,ncl.HCD2.seq,K.seq,coclust.HCD.seq,coclust.HCD2.seq,coclust.sp.seq,coclust.true.HCD.seq,coclust.true.HCD2.seq,coclust.true.sp.seq,coclust.false.HCD.seq,coclust.false.HCD2.seq,coclust.false.sp.seq,size.var,size.ratio,ncl.P.HCD,ncl.P.HCD2,ncl.P.sp,P.err.HCD,P.err.HCD2,P.err.sp,Scaled.FP.HCD,Scaled.FP.HCD2,Scaled.FP.sp,Standard.FP.HCD,Standard.FP.HCD2,Standard.FP.sp,bin.err.HCD.seq,bin.err.HCD2.seq,bin.err.HCD.P.seq,bin.err.HCD2.P.seq,bin.err.sp.P.seq,mega2.nmi.sp.seq,mega4.nmi.sp.seq,mega2.nmi.HCD.seq,mega2.nmi.HCD2.seq,mega4.nmi.HCD.seq,mega4.nmi.HCD2.seq,mega2.coclust.HCD.seq,mega2.coclust.HCD2.seq,mega2.coclust.sp.seq,mega2.acc.HCD.seq,mega2.acc.HCD2.seq,mega2.acc.sp.seq,mega4.coclust.HCD.seq,mega4.coclust.HCD2.seq,mega4.coclust.sp.seq,mega4.acc.HCD.seq,mega4.acc.HCD2.seq,mega4.acc.sp.seq,sp2.acc.seq,sp4.acc.seq,mega2.nmi.HCD.varimax.seq,mega4.nmi.HCD.varimax.seq,mega2.nmi.sp.varimax.seq,mega4.nmi.sp.varimax.seq,ncl.P.HCD.varimax.seq,ncl.P.sp.varimax.seq,P.err.HCD.varimax.seq,P.err.sp.varimax.seq,bin.err.HCD.varimax.seq,bin.err.HCD.varimax.P.seq,bin.err.sp.varimax.P.seq,mega2.coclust.HCD.varimax.seq,mega2.coclust.sp.varimax.seq,mega2.acc.HCD.varimax.seq,mega2.acc.sp.varimax.seq,sp2.varimax.acc.seq,mega4.coclust.HCD.varimax.seq,mega4.coclust.sp.varimax.seq,mega4.acc.HCD.varimax.seq,mega4.acc.sp.varimax.seq,sp4.varimax.acc.seq,nmi.HCD.varimax.seq,nmi.sp.varimax.seq,ncl.HCD.varimax.seq,id,lambda
0.478805852767711,0.510774725108861,0.458367262032736,8,8,8,16,0.9053330078125,0.9103875,0.9025412109375,0.74329375,0.785365625,0.72930625,0.083864375,0.0812777083333333,0.0859097916666667,0,1,8,8,8,0.278205321095049,0.251916764681672,0.3020379283138,0,0,0,0,0,0,0.0469923076907095,0.0419121040709748,0.0469923076907095,0.0419121040709748,0.0604908371020326,0.829382606851188,0.755102362538894,0.923101818404648,0.924016767125596,0.814026533595828,0.838239388590661,0.99128828125,0.99128828125,0.9759220703125,0.995625,0.995625,0,0.9725568359375,0.9773283203125,0.9623775390625,0.971875,0.976875,0,0.995625,0.9728125,0.923101818404648,0.817198723019813,0.766595751693093,0.700420788059981,8,8,0.276927293123784,0.317335144121349,0.0466243966801638,0.0466243966801638,0.0714604072374093,0.99128828125,0.9638048828125,0.995625,0.9815625,0.995625,0.97315,0.9512876953125,0.9725,0.949375,0.9715625,0.479705897840943,0.440651945520671,8,1,15
0.0533742304842993,0.0402486503976952,0.0342705716756757,4,7,3,256,0.7776046875,0.6197427734375,0.665951953125,0.324467329545455,0.497727272727273,0.463032670454545,0.219889273818502,0.379582429927099,0.332925818564605,64,11.6666666666667,7,3,3,0.439438514963585,0.388721563383761,0.396147273852225,0,0,0,0,0,0,0.424116057103547,0.367620155397223,0.424116057103547,0.367620155397223,0.391193027693595,0.105700673608411,0.0560461352049039,0.0787823961944146,0.132466581404007,0.0421184169272102,0.0631846400845794,0.5932580078125,0.6522830078125,0.61340703125,0.7159375,0.7759375,0,0.6492275390625,0.6634533203125,0.6247548828125,0.296875,0.309375,0,0.7759375,0.258125,0.121545854067448,0.069228699079558,0.0873805462848999,0.0485032453836467,4,4,0.403630464475692,0.419091211460269,0.387743933263411,0.387743933263411,0.453985633248104,0.6414455078125,0.58,0.7659375,0.7,0.7659375,0.6276474609375,0.6527484375,0.3646875,0.3184375,0.3184375,0.0501096689318968,0.0410856817504016,4,1,15
0.639134527007951,0.660388651948785,0.601934151713739,8,10,10,16,0.9342814453125,0.93607890625,0.9295056640625,0.8513375,0.869859375,0.799140625,0.0601889583333333,0.0595064583333333,0.0618033333333333,0,1,10,10,10,0.147871395243779,0.13492930039149,0.158763389198248,0,0,0,0,0,0,0.0183863876313559,0.0167651206630848,0.0183863876313559,0.0167651206630848,0.0262513197577875,0.956595808697134,0.929980418821017,0.99247432929296,0.99247432929296,0.971958775195469,0.974492365554554,0.9993751953125,0.9993751953125,0.9956345703125,0.9996875,0.9996875,0,0.9971947265625,0.9975056640625,0.9919197265625,0.9971875,0.9975,0,0.9996875,0.9978125,0.99247432929296,0.971958775195469,0.694528052934355,0.712061352456515,10,10,0.147871395243779,0.197474591832216,0.0183863876313559,0.0183863876313559,0.0806078431345367,0.9993751953125,0.93828203125,0.9996875,0.968125,0.9996875,0.9971947265625,0.9498064453125,0.9971875,0.9484375,0.9978125,0.639134527007951,0.568118270073806,10,1,25
0.0707153739071717,0.100328901488645,0.0760994977046595,4,4,4,256,0.7381552734375,0.7512287109375,0.74788359375,0.514417613636364,0.670241477272727,0.5921875,0.260607363939165,0.248323395864756,0.251255341880342,64,11.6666666666667,4,4,4,0.341244811912499,0.320350003470268,0.338145721423539,0,0,0,0,0,0,0.343159201865601,0.289079082512851,0.343159201865601,0.289079082512851,0.333471710310615,0.216982515313601,0.131952401857226,0.200936787229058,0.3126907293547,0.116089489463237,0.204191462452219,0.6972705078125,0.7883251953125,0.7211125,0.8140625,0.8796875,0,0.6865478515625,0.7519712890625,0.701698828125,0.3825,0.6709375,0,0.8796875,0.419375,0.267601316868802,0.153947361794387,0.21142940513464,0.118598044868029,4,4,0.327001021012631,0.33940519209563,0.319497911239954,0.319497911239954,0.385539354428183,0.74064453125,0.68834453125,0.846875,0.806875,0.846875,0.704414453125,0.6880021484375,0.555625,0.3746875,0.38875,0.0859579608567881,0.0720714177420715,4,1,25
0.716919626990011,0.731572673125532,0.60134193737494,8,15,15,16,0.9636591796875,0.9660044921875,0.9427919921875,0.771371875,0.79010625,0.61954375,0.0235216666666667,0.0222689583333333,0.035658125,0,1,15,15,15,0.100087383627537,0.0944683878643554,0.128888585346361,0,0,0,0,0,0,0.00880380844610525,0.00819837858187263,0.00880380844610525,0.00819837858187263,0.0227304298634869,0.932524370240868,0.928501608300993,1,1,0.99654144353651,0.99654144353651,1,1,0.992528125,1,1,0,0.9996876953125,0.9996876953125,0.9922291015625,0.9996875,0.9996875,0,1,0.9996875,1,0.99654144353651,0.634834728559034,0.626036228039745,15,15,0.100087383627537,0.231478855024684,0.00880380844610525,0.00880380844610525,0.111154449469593,1,0.930128125,1,0.96375,1,0.9996876953125,0.92871015625,0.9996875,0.9253125,0.9996875,0.716919626990011,0.526492445106919,15,1,35
0.112959348158464,0.144200276745398,0.135308942463249,4,4,4,256,0.7356236328125,0.75223125,0.7508947265625,0.711434659090909,0.788103693181818,0.768394886363636,0.264242592068879,0.247967139580191,0.249202056623932,64,11.6666666666667,4,4,4,0.287478116537588,0.264089768055895,0.273404634094111,0,0,0,0,0,0,0.284677720727416,0.224703132710684,0.284677720727416,0.224703132710684,0.237002960370323,0.463691427381825,0.321193430482996,0.331174818781532,0.503471617667401,0.235684446002853,0.356101248230489,0.7807814453125,0.885003125,0.8692626953125,0.8746875,0.93875,0,0.7532248046875,0.826430078125,0.8109892578125,0.648125,0.7925,0,0.93875,0.7725,0.419239937329396,0.281889977150592,0.408831127228155,0.27750196144586,4,4,0.274058276163707,0.278684939632037,0.261317286297851,0.261317286297851,0.257200799144206,0.8245158203125,0.8408283203125,0.9028125,0.9128125,0.9028125,0.7725310546875,0.7777392578125,0.69,0.72125,0.72125,0.12719324644348,0.125732403249623,4,1,35
0.78917663255259,0.797868480139752,0.674946225032785,8,16,16,16,0.978504296875,0.9790173828125,0.9571767578125,0.828284375,0.833340625,0.699025,0.0114810416666667,0.0112708333333333,0.025613125,0,1,16,16,16,0.0637433361901992,0.0607482423578342,0.112298843820191,0,0,0,0,0,0,0.00492967571627419,0.00447315233770738,0.00492967571627419,0.00447315233770738,0.0172390648561306,0.967008072613493,0.962737776647882,1,1,1,1,1,1,0.9968798828125,1,1,0,1,1,0.9962607421875,1,1,0,1,1,1,1,0.723253935151539,0.74545836997869,16,16,0.0637433361901992,0.157581105953696,0.00492967571627419,0.00492967571627419,0.065085671188513,1,0.953628125,1,0.97625,1,1,0.9613119140625,1,0.9603125,1,0.78917663255259,0.63595289411821,16,1,45
0.162772884753221,0.192962807516018,0.151831232216843,4,6,6,256,0.8230033203125,0.8132982421875,0.8308544921875,0.718572443181818,0.75859375,0.673153409090909,0.176419133358472,0.186399219142785,0.168273355015083,64,11.6666666666667,6,6,6,0.267117913749749,0.236974050876626,0.271748985699495,0,0,0,0,0,0,0.257417297367795,0.17968040250614,0.257417297367795,0.17968040250614,0.348393488999765,0.419284468137264,0.262748914592308,0.426742693143982,0.647714244578462,0.332946737644477,0.493561187273324,0.8321125,0.9341955078125,0.8225048828125,0.9075,0.9659375,0,0.7955216796875,0.8801634765625,0.7331517578125,0.7128125,0.865,0,0.9659375,0.846875,0.505218863974433,0.375267824050594,0.374554411493113,0.258879163545156,6,6,0.257170555181073,0.264687110539001,0.235909912324744,0.235909912324744,0.33738498472806,0.86658203125,0.8115564453125,0.928125,0.8946875,0.928125,0.81243671875,0.740898828125,0.7496875,0.4721875,0.8028125,0.173907553169172,0.152802028202003,6,1,45
0.853095965176616,0.855089813695713,0.799003761398722,12,16,16,16,0.9865572265625,0.9867080078125,0.9789380859375,0.892653125,0.89398125,0.836646875,0.0071825,0.00711020833333333,0.0115758333333333,0,1,16,16,16,0.0390119813949941,0.0386286537713174,0.0615277985427459,0,0,0,0,0,0,0.00277526395164096,0.00274638009040513,0.00277526395164096,0.00274638009040513,0.00672179487156827,0.980501465715515,0.984901296561289,1,1,1,1,1,1,0.9981267578125,1,1,0,1,1,0.9984388671875,1,1,0,1,1,1,1,0.98500563922448,0.969432779485266,16,16,0.0390119813949941,0.0605034917359881,0.00277526395164096,0.00277526395164096,0.00717352941152421,1,0.99875078125,1,0.999375,1,1,0.9968845703125,1,0.996875,1,0.853095965176616,0.806395365504266,16,1,55
0.214361328704206,0.24990088836007,0.175355160759952,5,8,9,256,0.86706328125,0.8831552734375,0.885166015625,0.730184659090909,0.745134943181818,0.610759943181818,0.132179722850679,0.116081416540975,0.113316404286073,64,11.6666666666667,8,9,9,0.237754916815221,0.212038120680121,0.245683024040294,0,0,0,0,0,0,0.213149955938888,0.139743252928994,0.194003522191433,0.139743252928994,0.292675811515625,0.437239834326786,0.313101395193019,0.559511001300554,0.755621319316924,0.438502627697809,0.619704953715384,0.8872,0.9614001953125,0.8470486328125,0.94,0.9803125,0,0.8325109375,0.9237056640625,0.7735259765625,0.7721875,0.918125,0,0.9803125,0.9,0.623629321022036,0.474652799545791,0.313802396824155,0.235297889572388,8,8,0.233848792555875,0.246206494471574,0.197072177432617,0.197072177432617,0.397392932636149,0.91291328125,0.7471923828125,0.954375,0.8515625,0.954375,0.848260546875,0.7453029296875,0.804375,0.5328125,0.8465625,0.218145498583188,0.170057130701583,8,1,55
